Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,17679,8/16/2022,0.019462165,0.046089838,0.046589798,21,100
Market-Adjusted Model,17683,8/16/2022,0.058122212,0.084003606,0.085249845,21,100
Market-Adjusted Model,17684,8/16/2022,-0.172197329,-0.143979599,-0.145069696,21,100
Market-Adjusted Model,17685,8/16/2022,-0.10593806,-0.070295427,-0.078810427,21,100
Market-Adjusted Model,17686,8/16/2022,-0.021100549,0.008500289,0.006027084,21,100
Market-Adjusted Model,17688,8/16/2022,-0.099213432,-0.049284653,-0.072085799,21,100
Market-Adjusted Model,17690,8/16/2022,-0.243345478,0.683048364,-0.216217845,21,100
Market-Adjusted Model,17691,8/16/2022,0.03425776,0.084377867,0.061385393,21,100
Market-Adjusted Model,17693,8/16/2022,0.151515119,0.202709867,0.178642752,21,100
Market-Adjusted Model,17694,8/16/2022,-0.212765928,-0.19930881,-0.185638295,21,100
Market-Adjusted Model,17695,8/16/2022,-0.146341472,-0.117535551,-0.119213839,21,100
Market-Adjusted Model,17696,8/16/2022,0.055934496,0.081762326,0.083062129,21,100
Market-Adjusted Model,17700,8/16/2022,0.083123403,0.116737223,0.110251036,21,100
Market-Adjusted Model,17701,8/16/2022,0.089591618,0.125687242,0.116719251,21,100
Market-Adjusted Model,17702,8/16/2022,-0.027571318,-0.000724926,-0.000443685,21,100
Market-Adjusted Model,17703,8/16/2022,-0.183480444,-0.160604409,-0.156352811,21,100
Market-Adjusted Model,17704,8/16/2022,-0.026516894,-0.00103467,0.000610739,21,100
Market-Adjusted Model,17705,8/16/2022,0.02504716,0.051397581,0.052174793,21,100
Market-Adjusted Model,17706,8/16/2022,0.003879898,0.029595557,0.031007532,21,100
Market-Adjusted Model,17707,8/16/2022,-0.020270253,0.005382388,0.00685738,21,100
Market-Adjusted Model,17708,8/16/2022,0.001269538,0.026989485,0.028397171,21,100
Market-Adjusted Model,17710,8/16/2022,-0.052405275,-0.026270906,-0.025277642,21,100
Market-Adjusted Model,17713,8/16/2022,-0.035469756,-0.008416465,-0.008342123,21,100
Market-Adjusted Model,17720,8/16/2022,-0.034227642,-0.008074266,-0.007100009,21,100
Market-Adjusted Model,17722,8/16/2022,-0.015453029,0.011502355,0.011674604,21,100
Market-Adjusted Model,17723,8/16/2022,-0.028016775,-0.000546479,-0.000889142,21,100
Market-Adjusted Model,17724,8/16/2022,-0.052725136,-0.025556006,-0.025597503,21,100
Market-Adjusted Model,17725,8/16/2022,-0.036622445,-0.009198417,-0.009494812,21,100
Market-Adjusted Model,17726,8/16/2022,-0.082552978,-0.052619499,-0.055425345,21,100
Market-Adjusted Model,17728,8/16/2022,-0.009992246,0.01754503,0.017135387,21,100
Market-Adjusted Model,17729,8/16/2022,-0.012056121,0.016215598,0.015071512,21,100
Market-Adjusted Model,17730,8/16/2022,-0.027988914,-0.000659814,-0.000861281,21,100
Market-Adjusted Model,17731,8/16/2022,-0.04272471,-0.016076576,-0.015597076,21,100
Market-Adjusted Model,17732,8/16/2022,0.002654617,0.029688455,0.02978225,21,100
Market-Adjusted Model,17733,8/16/2022,-0.00140612,0.025622795,0.025721513,21,100
Market-Adjusted Model,17736,8/16/2022,-0.038288449,-0.010583026,-0.011160816,21,100
Market-Adjusted Model,17737,8/16/2022,0.016620068,0.042939601,0.043747701,21,100
Market-Adjusted Model,17738,8/16/2022,-0.050370633,-0.022968186,-0.023243,21,100
Market-Adjusted Model,17739,8/16/2022,-0.042210407,-0.015944149,-0.015082774,21,100
Market-Adjusted Model,17740,8/16/2022,-0.011352001,0.016394454,0.015775632,21,100
Market-Adjusted Model,17741,8/16/2022,-0.029630071,-0.002466852,-0.002502438,21,100
Market-Adjusted Model,17743,8/16/2022,0.062194721,0.088008919,0.089322354,21,100
Market-Adjusted Model,17744,8/16/2022,-0.057907022,-0.032396251,-0.030779389,21,100
Market-Adjusted Model,17745,8/16/2022,-0.000356962,0.027162825,0.026770671,21,100
Market-Adjusted Model,17746,8/16/2022,-0.025968664,0.000976939,0.001158969,21,100
Market-Adjusted Model,17747,8/16/2022,0.074302441,0.102318237,0.101430074,21,100
Market-Adjusted Model,17748,8/16/2022,-0.022182406,0.003900981,0.004945227,21,100
Market-Adjusted Model,17749,8/16/2022,-0.030029056,-0.00177291,-0.002901423,21,100
Market-Adjusted Model,17750,8/16/2022,-0.048311985,-0.022770718,-0.021184352,21,100
Market-Adjusted Model,17754,8/16/2022,-0.011448239,0.016323587,0.015679395,21,100
Market-Adjusted Model,17764,8/16/2022,-0.022332041,0.004160271,0.004795592,21,100
Market-Adjusted Model,17765,8/16/2022,-0.022970957,0.002702856,0.004156676,21,100
Market-Adjusted Model,17766,8/16/2022,-0.019182515,0.006495245,0.007945119,21,100
Market-Adjusted Model,17768,8/16/2022,-0.012025666,0.013680745,0.015101968,21,100
Market-Adjusted Model,17771,8/16/2022,-0.019005465,0.00685712,0.008122168,21,100
Market-Adjusted Model,17772,8/16/2022,-0.006193074,0.019527375,0.020934559,21,100
Market-Adjusted Model,17773,8/16/2022,-0.013768016,0.011998789,0.013359617,21,100
Market-Adjusted Model,17774,8/16/2022,-0.000636923,0.025087325,0.02649071,21,100
Market-Adjusted Model,17775,8/16/2022,-0.006665034,0.019060634,0.020462599,21,100
Market-Adjusted Model,17776,8/16/2022,0.000442104,0.026165213,0.027569737,21,100
Market-Adjusted Model,17778,8/16/2022,-0.03362195,-0.00668188,-0.006494317,21,100
Market-Adjusted Model,17779,8/16/2022,-0.031702152,-0.006063716,-0.004574519,21,100
Market-Adjusted Model,17780,8/16/2022,-0.001988041,0.024592324,0.025139592,21,100
Market-Adjusted Model,17781,8/16/2022,-0.123188382,0.156295786,-0.096060749,21,100
Market-Adjusted Model,17782,8/16/2022,-0.070394413,-0.040724214,-0.043266779,21,100
Market-Adjusted Model,17783,8/16/2022,0.067508467,0.095435698,0.0946361,21,100
Market-Adjusted Model,17787,8/16/2022,0.072932031,0.099919908,0.100059665,21,100
Market-Adjusted Model,17790,8/16/2022,-0.012162559,0.013529407,0.014965075,21,100
Market-Adjusted Model,17794,8/16/2022,-0.048954028,-0.021395406,-0.021826395,21,100
Market-Adjusted Model,17797,8/16/2022,-0.213876166,-0.1996518,-0.186748533,21,100
Market-Adjusted Model,17799,8/16/2022,-0.062894627,-0.031958373,-0.035766994,21,100
Market-Adjusted Model,17800,8/16/2022,-0.045594328,-0.019729717,-0.018466695,21,100
Market-Adjusted Model,17801,8/16/2022,0.218922358,0.242140967,0.246049991,21,100
Market-Adjusted Model,17803,8/16/2022,-0.083190811,-0.057903417,-0.056063178,21,100
Market-Adjusted Model,17805,8/16/2022,-0.038683811,-0.010642413,-0.011556178,21,100
Market-Adjusted Model,17808,8/16/2022,0.630626639,0.578021124,0.657754272,21,100
Market-Adjusted Model,17809,8/16/2022,0.095890395,0.149154111,0.123018028,21,100
Market-Adjusted Model,17810,8/16/2022,0.029203,0.055207781,0.056330633,21,100
Market-Adjusted Model,17811,8/16/2022,-0.009523795,0.065597165,0.017603838,21,100
Market-Adjusted Model,17812,8/16/2022,-0.122120093,-0.081790551,-0.09499246,21,100
Market-Adjusted Model,17813,8/16/2022,0.377862623,0.361052628,0.404990256,21,100
Market-Adjusted Model,17816,8/16/2022,-0.236878777,-0.195371946,-0.209751144,21,100
Market-Adjusted Model,17817,8/16/2022,0.178278667,0.216460541,0.2054063,21,100
Market-Adjusted Model,17818,8/16/2022,-0.04501594,-0.017867496,-0.017888306,21,100
Market-Adjusted Model,17821,8/16/2022,0.281847117,0.333630278,0.30897475,21,100
Market-Adjusted Model,17825,8/16/2022,-0.245846116,0.066671682,-0.218718482,21,100
Market-Adjusted Model,17826,8/16/2022,0.345070444,0.572357944,0.372198078,21,100
Market-Adjusted Model,17827,8/16/2022,0.454545512,0.497820645,0.481673146,21,100
Market-Adjusted Model,17828,8/16/2022,-0.026171394,-0.000142903,0.000956239,21,100
Market-Adjusted Model,17830,8/16/2022,-0.020190133,0.007598338,0.006937501,21,100
Market-Adjusted Model,17832,8/16/2022,0.009374997,0.051171105,0.03650263,21,100
Market-Adjusted Model,17833,8/16/2022,-0.060413756,-0.03505802,-0.033286123,21,100
Market-Adjusted Model,17834,8/16/2022,-0.036952531,-0.010525583,-0.009824898,21,100
Market-Adjusted Model,17836,8/16/2022,0.039430258,0.068409263,0.066557891,21,100
Market-Adjusted Model,17837,8/16/2022,0.00335931,0.033257901,0.030486943,21,100
Market-Adjusted Model,17839,8/16/2022,-0.018872171,0.00886864,0.008255462,21,100
Market-Adjusted Model,17843,8/16/2022,0.002033049,0.029762308,0.029160682,21,100
Market-Adjusted Model,17845,8/16/2022,-0.015277439,0.010606926,0.011850195,21,100
Market-Adjusted Model,17846,8/16/2022,-0.035056828,-0.009495715,-0.007929194,21,100
Market-Adjusted Model,17847,8/16/2022,0.053558064,0.078956288,0.080685697,21,100
Market-Adjusted Model,17851,8/16/2022,-0.021368477,0.004572907,0.005759156,21,100
Market-Adjusted Model,17853,8/16/2022,-0.004488058,0.021255023,0.022639575,21,100
Market-Adjusted Model,17854,8/16/2022,-0.114093928,-0.073176192,-0.086966295,21,100
Market-Adjusted Model,17855,8/16/2022,0.048138032,0.074463879,0.075265665,21,100
Market-Adjusted Model,17856,8/16/2022,-0.013116838,0.012968148,0.014010795,21,100
Market-Adjusted Model,17864,8/16/2022,0.05632388,0.08442542,0.083451514,21,100
Market-Adjusted Model,17867,8/16/2022,-0.240304176,-0.231795614,-0.213176543,21,100
Market-Adjusted Model,17868,8/16/2022,-0.192475277,-0.062265913,-0.165347644,21,100
Market-Adjusted Model,17869,8/16/2022,0.044247724,0.078896175,0.071375357,21,100
Market-Adjusted Model,17870,8/16/2022,0.270676688,0.289822826,0.297804322,21,100
Market-Adjusted Model,17871,8/16/2022,0.03621818,0.07085102,0.063345814,21,100
Market-Adjusted Model,17875,8/16/2022,-0.03380278,0.004575864,-0.006675147,21,100
Market-Adjusted Model,17876,8/16/2022,-0.29646322,-0.265434771,-0.269335587,21,100
Market-Adjusted Model,17877,8/16/2022,-0.155548079,-0.121043176,-0.128420446,21,100
Market-Adjusted Model,17879,8/16/2022,-0.245810032,-0.231203851,-0.218682399,21,100
Market-Adjusted Model,17880,8/16/2022,-0.112820546,-0.073858719,-0.085692912,21,100
Market-Adjusted Model,17884,8/16/2022,0.273513493,0.29699755,0.300641126,21,100
Market-Adjusted Model,17885,8/16/2022,0.148233189,0.267394865,0.175360822,21,100
Market-Adjusted Model,17886,8/16/2022,0.344925293,0.407544562,0.372052926,21,100
Market-Adjusted Model,17887,8/16/2022,-0.128984985,-0.10201147,-0.101857352,21,100
Market-Adjusted Model,17888,8/16/2022,0.349007914,0.398799888,0.376135548,21,100
Market-Adjusted Model,17889,8/16/2022,0.052406387,0.089300345,0.079534021,21,100
Market-Adjusted Model,17890,8/16/2022,-0.078296728,-0.044516241,-0.051169095,21,100
Market-Adjusted Model,17891,8/16/2022,-0.004286574,0.040153505,0.022841059,21,100
Market-Adjusted Model,17892,8/16/2022,0.07643311,0.130818236,0.103560743,21,100
Market-Adjusted Model,17893,8/16/2022,0.066834833,0.126251919,0.093962466,21,100
Market-Adjusted Model,17895,8/16/2022,-0.3317816,-0.30258238,-0.304653967,21,100
Market-Adjusted Model,17898,8/16/2022,-0.129411757,-0.102178594,-0.102284123,21,100
Market-Adjusted Model,17900,8/16/2022,0.288724959,0.302865248,0.315852592,21,100
Market-Adjusted Model,17901,8/16/2022,-0.000285688,0.178024506,0.026841945,21,100
Market-Adjusted Model,17904,8/16/2022,-0.145927345,-0.104772494,-0.118799712,21,100
Market-Adjusted Model,17905,8/16/2022,0.235194564,0.264552282,0.262322197,21,100
Market-Adjusted Model,17906,8/16/2022,0.220338927,0.255975264,0.24746656,21,100
Market-Adjusted Model,17907,8/16/2022,-0.193740713,-0.158963596,-0.16661308,21,100
Market-Adjusted Model,17908,8/16/2022,0.066225177,0.118688868,0.09335281,21,100
Market-Adjusted Model,17912,8/16/2022,0.056055701,0.085987952,0.083183334,21,100
Market-Adjusted Model,17913,8/16/2022,0.205135105,0.258809782,0.232262738,21,100
Market-Adjusted Model,17915,8/16/2022,-0.035549702,-0.008231546,-0.008422069,21,100
Market-Adjusted Model,17916,8/16/2022,-0.488659788,-0.5702252,-0.461532155,21,100
Market-Adjusted Model,17919,8/16/2022,-0.034062293,-0.007064847,-0.00693466,21,100
Market-Adjusted Model,17920,8/16/2022,0.126086943,0.153688076,0.153214576,21,100
Market-Adjusted Model,17921,8/16/2022,-0.031053728,-0.00529021,-0.003926095,21,100
Market-Adjusted Model,17922,8/16/2022,-0.000030863,0.025698462,0.02709677,21,100
Market-Adjusted Model,17923,8/16/2022,-0.007836502,0.017927942,0.019291132,21,100
Market-Adjusted Model,17924,8/16/2022,0.015675562,0.041361459,0.042803195,21,100
Market-Adjusted Model,17925,8/16/2022,-0.0220039,0.003532557,0.005123733,21,100
Market-Adjusted Model,17926,8/16/2022,-0.023845702,0.002072462,0.003281931,21,100
Market-Adjusted Model,17927,8/16/2022,-0.028428641,-0.00150385,-0.001301008,21,100
Market-Adjusted Model,17928,8/16/2022,-0.029701253,-0.003406364,-0.00257362,21,100
Market-Adjusted Model,17929,8/16/2022,-0.092766959,-0.069182071,-0.065639326,21,100
Market-Adjusted Model,17931,8/16/2022,-0.026287735,0.002755835,0.000839898,21,100
Market-Adjusted Model,17932,8/16/2022,-0.05346237,-0.027874063,-0.026334737,21,100
Market-Adjusted Model,17933,8/16/2022,-0.063820929,-0.038809292,-0.036693296,21,100
Market-Adjusted Model,17934,8/16/2022,-0.045368174,-0.019321947,-0.018240541,21,100
Market-Adjusted Model,17935,8/16/2022,-0.002739933,0.023119721,0.0243877,21,100
Market-Adjusted Model,17940,8/16/2022,-0.03624091,-0.008631707,-0.009113277,21,100
Market-Adjusted Model,17941,8/16/2022,-0.026727288,-0.000783735,0.000400345,21,100
Market-Adjusted Model,17942,8/16/2022,-0.012593209,0.01421826,0.014534425,21,100
Market-Adjusted Model,17944,8/16/2022,0.050523567,0.082621666,0.0776512,21,100
Market-Adjusted Model,17947,8/16/2022,0.014263793,0.058982392,0.041391426,21,100
Market-Adjusted Model,17948,8/16/2022,0.286624149,0.307576982,0.313751782,21,100
Market-Adjusted Model,17949,8/16/2022,0.247544155,0.282892704,0.274671788,21,100
Market-Adjusted Model,17950,8/16/2022,-0.02043324,0.011197256,0.006694393,21,100
Market-Adjusted Model,17951,8/16/2022,-0.108817745,-0.076336536,-0.081690112,21,100
Market-Adjusted Model,17952,8/16/2022,-0.025873199,0.001734066,0.001254434,21,100
Market-Adjusted Model,17955,8/16/2022,0.773421958,0.692034861,0.800549592,21,100
Market-Adjusted Model,17956,8/16/2022,0.128001997,0.157168849,0.15512963,21,100
Market-Adjusted Model,17957,8/16/2022,-0.025534025,0.002530748,0.001593608,21,100
Market-Adjusted Model,17959,8/16/2022,0.044529941,0.086030559,0.071657574,21,100
Market-Adjusted Model,17960,8/16/2022,-0.008937883,0.01892416,0.01818975,21,100
Market-Adjusted Model,17963,8/16/2022,0.028231517,0.059502131,0.05535915,21,100
Market-Adjusted Model,17964,8/16/2022,0.041877738,0.078992075,0.069005371,21,100
Market-Adjusted Model,17966,8/16/2022,0.124098148,0.167161923,0.151225782,21,100
Market-Adjusted Model,17967,8/16/2022,-0.054189837,-0.017738111,-0.027062204,21,100
Market-Adjusted Model,17968,8/16/2022,0.082495045,0.221139738,0.109622678,21,100
Market-Adjusted Model,17969,8/16/2022,0.020544309,0.049399393,0.047671942,21,100
Market-Adjusted Model,17970,8/16/2022,-0.027362275,-0.000512548,-0.000234642,21,100
Market-Adjusted Model,17971,8/16/2022,-0.031999967,-0.004062683,-0.004872334,21,100
Market-Adjusted Model,17972,8/16/2022,0.39442235,0.386549064,0.421549983,21,100
Market-Adjusted Model,17973,8/16/2022,0.155313272,0.191941795,0.182440905,21,100
Market-Adjusted Model,17974,8/16/2022,0.018104379,0.052794878,0.045232012,21,100
Market-Adjusted Model,17976,8/16/2022,-0.309104271,-0.304565555,-0.281976638,21,100
Market-Adjusted Model,17977,8/16/2022,0.090643261,0.154134163,0.117770894,21,100
Market-Adjusted Model,17978,8/16/2022,0.124417818,0.171082397,0.151545451,21,100
Market-Adjusted Model,17979,8/16/2022,-0.015855782,0.03967089,0.011271851,21,100
Market-Adjusted Model,17980,8/16/2022,-0.089843757,-0.059038999,-0.062716123,21,100
Market-Adjusted Model,17982,8/16/2022,-0.028131233,-0.00181572,-0.0010036,21,100
Market-Adjusted Model,17983,8/16/2022,0.001647438,0.02736625,0.028775071,21,100
Market-Adjusted Model,17984,8/16/2022,-0.035016033,-0.000672036,-0.0078884,21,100
Market-Adjusted Model,17985,8/16/2022,0.003404684,0.030169284,0.030532317,21,100
Market-Adjusted Model,17986,8/16/2022,-0.026654113,-0.000703758,0.000473521,21,100
Market-Adjusted Model,17987,8/16/2022,0.026200893,0.066837342,0.053328526,21,100
Market-Adjusted Model,17992,8/16/2022,-0.013526708,0.013487514,0.013600925,21,100
Market-Adjusted Model,17993,8/16/2022,-0.03757962,-0.011162449,-0.010451987,21,100
Market-Adjusted Model,17994,8/16/2022,-0.055984638,-0.02626691,-0.028857005,21,100
Market-Adjusted Model,18001,8/16/2022,-0.016979519,0.008710729,0.010148114,21,100
Market-Adjusted Model,18002,8/16/2022,-0.028551432,-0.002862545,-0.001423799,21,100
Market-Adjusted Model,18005,8/16/2022,-0.054003459,-0.026788624,-0.026875826,21,100
Market-Adjusted Model,18006,8/16/2022,-0.040134343,-0.01436681,-0.01300671,21,100
Market-Adjusted Model,18007,8/16/2022,-0.025277772,0.006947191,0.001849861,21,100
Market-Adjusted Model,18011,8/16/2022,-0.304487205,-0.294324431,-0.277359571,21,100
Market-Adjusted Model,18012,8/16/2022,-0.099104468,-0.073262125,-0.071976835,21,100
Market-Adjusted Model,18013,8/16/2022,-0.101156112,-0.073704798,-0.074028479,21,100
Market-Adjusted Model,18015,8/16/2022,-0.027717003,-0.002157727,-0.00058937,21,100
Market-Adjusted Model,18019,8/16/2022,0.00065033,0.026996124,0.027777963,21,100
Market-Adjusted Model,18020,8/16/2022,-0.035992018,-0.009526594,-0.008864384,21,100
Market-Adjusted Model,18021,8/16/2022,-0.016901438,0.009310076,0.010226196,21,100
Market-Adjusted Model,18022,8/16/2022,-0.012879134,0.013040367,0.014248499,21,100
Market-Adjusted Model,18023,8/16/2022,-0.012741432,0.013105596,0.014386201,21,100
Market-Adjusted Model,18026,8/16/2022,-0.022387553,0.003494429,0.00474008,21,100
Market-Adjusted Model,18027,8/16/2022,-0.024728238,0.000967093,0.002399396,21,100
Market-Adjusted Model,18028,8/16/2022,-0.028282859,-0.001974381,-0.001155226,21,100
Market-Adjusted Model,18029,8/16/2022,-0.021967215,0.00479483,0.005160418,21,100
Market-Adjusted Model,18030,8/16/2022,-0.035706156,-0.009375604,-0.008578523,21,100
Market-Adjusted Model,18035,8/16/2022,-0.026734888,-0.000787332,0.000392745,21,100
Market-Adjusted Model,18036,8/16/2022,-0.176820218,-0.156390506,-0.149692585,21,100
Market-Adjusted Model,18037,8/16/2022,-0.023811316,0.001957893,0.003316317,21,100
Market-Adjusted Model,18038,8/16/2022,0.014705064,0.040731685,0.041832697,21,100
Market-Adjusted Model,18039,8/16/2022,-0.04972677,-0.023648752,-0.022599137,21,100
Market-Adjusted Model,18043,8/16/2022,-0.033102384,-0.00627868,-0.005974751,21,100
Market-Adjusted Model,18044,8/16/2022,-0.331896558,-0.334531412,-0.304768925,21,100
Market-Adjusted Model,18045,8/16/2022,0.010689166,0.040077568,0.037816799,21,100
Market-Adjusted Model,18046,8/16/2022,0.150684939,0.180193435,0.177812572,21,100
Market-Adjusted Model,18047,8/16/2022,-0.207459177,-0.198362733,-0.180331544,21,100
Market-Adjusted Model,18048,8/16/2022,0.438432795,0.41710103,0.465560429,21,100
Market-Adjusted Model,18049,8/16/2022,-0.042110018,-0.013404394,-0.014982384,21,100
Market-Adjusted Model,18051,8/16/2022,0.070175477,0.120194741,0.09730311,21,100
Market-Adjusted Model,18052,8/16/2022,-0.03737802,-0.011452965,-0.010250387,21,100
Market-Adjusted Model,18054,8/16/2022,0.078642952,0.109501607,0.105770585,21,100
Market-Adjusted Model,18056,8/16/2022,0.020547927,0.063492098,0.04767556,21,100
Market-Adjusted Model,18058,8/16/2022,0.462616807,0.429649804,0.489744441,21,100
Market-Adjusted Model,18061,8/16/2022,-0.107843094,-0.078531062,-0.080715461,21,100
Market-Adjusted Model,18062,8/16/2022,-0.233944999,-0.23281839,-0.206817366,21,100
Market-Adjusted Model,18063,8/16/2022,-0.150411302,-0.124986881,-0.123283668,21,100
Market-Adjusted Model,18064,8/16/2022,-0.112951808,-0.083805894,-0.085824175,21,100
Market-Adjusted Model,18065,8/16/2022,0.054135359,0.086730526,0.081262992,21,100
Market-Adjusted Model,18066,8/16/2022,-0.028925351,-0.001114317,-0.001797718,21,100
Market-Adjusted Model,18068,8/16/2022,-0.056816163,-0.031594731,-0.02968853,21,100
Market-Adjusted Model,18069,8/16/2022,-0.026022341,-0.00059276,0.001105293,21,100
Market-Adjusted Model,18070,8/16/2022,-0.002138655,0.024019713,0.024988978,21,100
Market-Adjusted Model,18072,8/16/2022,-0.062032306,-0.037062261,-0.034904673,21,100
Market-Adjusted Model,18073,8/16/2022,-0.054936389,-0.027118194,-0.027808756,21,100
Market-Adjusted Model,18074,8/16/2022,-0.04344869,-0.017563848,-0.016321057,21,100
Market-Adjusted Model,18075,8/16/2022,-0.089912244,-0.061012135,-0.062784611,21,100
Market-Adjusted Model,18077,8/16/2022,0.261239436,0.349820727,0.288367069,21,100
Market-Adjusted Model,18078,8/16/2022,-0.04383389,-0.017999324,-0.016706257,21,100
Market-Adjusted Model,18079,8/16/2022,-0.023485861,0.003012456,0.003641773,21,100
Market-Adjusted Model,18080,8/16/2022,-0.026521074,-0.000850045,0.000606559,21,100
Market-Adjusted Model,18081,8/16/2022,-0.027800666,-0.002201056,-0.000673033,21,100
Market-Adjusted Model,18082,8/16/2022,-0.005854944,0.020490317,0.021272689,21,100
Market-Adjusted Model,18086,8/16/2022,0.080341929,0.111913348,0.107469563,21,100
Market-Adjusted Model,18087,8/16/2022,-0.017343927,0.017485782,0.009783707,21,100
Market-Adjusted Model,18088,8/16/2022,-0.029054259,-0.003511431,-0.001926626,21,100
Market-Adjusted Model,18089,8/16/2022,-0.103427099,-0.048692907,-0.076299466,21,100
Market-Adjusted Model,18091,8/16/2022,0.043118512,0.070419154,0.070246145,21,100
Market-Adjusted Model,18093,8/16/2022,0.003672522,0.029550479,0.030800155,21,100
Market-Adjusted Model,18094,8/16/2022,-0.044676254,-0.018863906,-0.01754862,21,100
Market-Adjusted Model,18095,8/16/2022,-0.034691585,-0.007568118,-0.007563952,21,100
Market-Adjusted Model,18096,8/16/2022,-0.03942648,-0.003418377,-0.012298847,21,100
Market-Adjusted Model,18097,8/16/2022,-0.14062495,-0.111415998,-0.113497317,21,100
Market-Adjusted Model,18098,8/16/2022,0.254437849,0.283420915,0.281565483,21,100
Market-Adjusted Model,18099,8/16/2022,-0.079088492,-0.046078459,-0.051960859,21,100
Market-Adjusted Model,18100,8/16/2022,-0.168916275,-0.141604289,-0.141788642,21,100
Market-Adjusted Model,18101,8/16/2022,-0.031929633,-0.006502303,-0.004802,21,100
Market-Adjusted Model,18102,8/16/2022,0.313513567,0.39937789,0.3406412,21,100
Market-Adjusted Model,18103,8/16/2022,0.787538144,0.658799693,0.814665778,21,100
Market-Adjusted Model,18106,8/16/2022,-0.016359979,0.010793662,0.010767654,21,100
Market-Adjusted Model,18108,8/16/2022,0.017500081,0.045236493,0.044627714,21,100
Market-Adjusted Model,18109,8/16/2022,-0.069853441,-0.040705838,-0.042725808,21,100
Market-Adjusted Model,18110,8/16/2022,-0.005469262,0.021911528,0.021658371,21,100
Market-Adjusted Model,18111,8/16/2022,-0.006458328,0.020030868,0.020669305,21,100
Market-Adjusted Model,18114,8/16/2022,0.05537973,0.129275413,0.082507364,21,100
Market-Adjusted Model,18115,8/16/2022,0.003124971,0.029343641,0.030252604,21,100
Market-Adjusted Model,18116,8/16/2022,0.265060266,0.330187817,0.292187899,21,100
Market-Adjusted Model,18118,8/16/2022,-0.040599875,-0.014513699,-0.013472242,21,100
Market-Adjusted Model,18119,8/16/2022,0.020571966,0.046700872,0.047699599,21,100
Market-Adjusted Model,18122,8/16/2022,-0.023194446,0.00378734,0.003933187,21,100
Market-Adjusted Model,18123,8/16/2022,-0.033116386,-0.00565173,-0.005988753,21,100
Market-Adjusted Model,18127,8/16/2022,-0.126666653,-0.099074572,-0.09953902,21,100
Market-Adjusted Model,18128,8/16/2022,0.045955886,0.084225728,0.073083519,21,100
Market-Adjusted Model,18129,8/16/2022,0.014388477,0.041321019,0.04151611,21,100
Market-Adjusted Model,18131,8/16/2022,-0.154838716,-0.134243759,-0.127711083,21,100
Market-Adjusted Model,18132,8/16/2022,0.069767456,0.133682653,0.096895089,21,100
Market-Adjusted Model,18133,8/16/2022,0.019003926,0.066072715,0.046131559,21,100
Market-Adjusted Model,18134,8/16/2022,-0.060704649,-0.023462295,-0.033577015,21,100
Market-Adjusted Model,18135,8/16/2022,-0.003307148,0.043955651,0.023820485,21,100
Market-Adjusted Model,18136,8/16/2022,0.049164089,0.082994804,0.076291722,21,100
Market-Adjusted Model,18137,8/16/2022,0.123762367,0.166944326,0.15089,21,100
Market-Adjusted Model,18138,8/16/2022,0.319324268,0.321306272,0.346451901,21,100
Market-Adjusted Model,18142,8/16/2022,-0.071554037,-0.043252053,-0.044426404,21,100
Market-Adjusted Model,18143,8/16/2022,-0.051388053,-0.024816176,-0.02426042,21,100
Market-Adjusted Model,18144,8/16/2022,0.145433647,0.174924382,0.172561281,21,100
Market-Adjusted Model,18145,8/16/2022,-0.283648267,-0.274328156,-0.256520634,21,100
Market-Adjusted Model,18148,8/16/2022,0.008695689,0.042196671,0.035823322,21,100
Market-Adjusted Model,18149,8/16/2022,-0.004672895,0.035670442,0.022454739,21,100
Market-Adjusted Model,18150,8/16/2022,0.199241054,0.220750802,0.226368687,21,100
Market-Adjusted Model,18151,8/16/2022,0.109489016,0.183168064,0.136616649,21,100
Market-Adjusted Model,18153,8/16/2022,-0.019249351,0.006349987,0.007878282,21,100
Market-Adjusted Model,18157,8/16/2022,-0.032601017,-0.005395065,-0.005473384,21,100
Market-Adjusted Model,18158,8/16/2022,0.059059634,0.085578006,0.086187267,21,100
Market-Adjusted Model,18159,8/16/2022,-0.032732879,-0.00339949,-0.005605246,21,100
Market-Adjusted Model,18160,8/16/2022,0.003356964,0.02983502,0.030484597,21,100
Market-Adjusted Model,18161,8/16/2022,-0.017712429,0.008069041,0.009415204,21,100
Market-Adjusted Model,18162,8/16/2022,0.252427176,0.366278862,0.279554809,21,100
Market-Adjusted Model,18163,8/16/2022,-0.019034301,0.007549938,0.008093332,21,100
Market-Adjusted Model,18165,8/16/2022,-0.008840387,0.017256344,0.018287247,21,100
Market-Adjusted Model,18166,8/16/2022,-0.009105753,0.0168004,0.01802188,21,100
Market-Adjusted Model,18167,8/16/2022,-0.021282652,0.004710812,0.005844981,21,100
Market-Adjusted Model,18168,8/16/2022,0.000973213,0.02673741,0.028100846,21,100
Market-Adjusted Model,18169,8/16/2022,0.00068909,0.026437475,0.027816723,21,100
Market-Adjusted Model,18170,8/16/2022,-0.000982025,0.024777798,0.026145608,21,100
Market-Adjusted Model,18174,8/16/2022,-0.028890157,-0.003368334,-0.001762524,21,100
Market-Adjusted Model,18175,8/16/2022,-0.020452138,0.005091599,0.006675496,21,100
Market-Adjusted Model,18176,8/16/2022,-0.003553807,0.022163545,0.023573827,21,100
