Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,16295,2022-08-16,0.0720124657,0.1016319765,0.0991400988,21,100
Market-Adjusted Model,16296,2022-08-16,-0.000706662,0.0271677207,0.0264209715,21,100
Market-Adjusted Model,16297,2022-08-16,-0.026394643,0.0015269224,0.0007329897,21,100
Market-Adjusted Model,16302,2022-08-16,-0.032035458,-0.006686451,-0.004907825,21,100
Market-Adjusted Model,16303,2022-08-16,-0.10394264,-0.076352267,-0.076815007,21,100
Market-Adjusted Model,16304,2022-08-16,0.1913215476,0.2120729282,0.2184491807,21,100
Market-Adjusted Model,16305,2022-08-16,-0.020531232,0.0067920661,0.0065964016,21,100
Market-Adjusted Model,16307,2022-08-16,-0.05183654,-0.023841608,-0.024708907,21,100
Market-Adjusted Model,16308,2022-08-16,0.2137202974,0.2523233139,0.2408479305,21,100
Market-Adjusted Model,16309,2022-08-16,0.3827867115,0.4137186126,0.4099143446,21,100
Market-Adjusted Model,16310,2022-08-16,-0.087986002,-0.020213354,-0.060858369,21,100
Market-Adjusted Model,16311,2022-08-16,0.0055010393,0.0312137512,0.0326286724,21,100
Market-Adjusted Model,16312,2022-08-16,-0.034572345,-0.008104075,-0.007444712,21,100
Market-Adjusted Model,16318,2022-08-16,0.1183240516,0.1428117433,0.1454516848,21,100
Market-Adjusted Model,16319,2022-08-16,-0.0638273,-0.037754152,-0.036699667,21,100
Market-Adjusted Model,16320,2022-08-16,-0.033758874,-0.006963462,-0.006631241,21,100
Market-Adjusted Model,16321,2022-08-16,-0.038386689,-0.01168261,-0.011259056,21,100
Market-Adjusted Model,16322,2022-08-16,-0.014789318,0.0122026022,0.0123383148,21,100
Market-Adjusted Model,16323,2022-08-16,-0.031612225,-0.005471881,-0.004484592,21,100
Market-Adjusted Model,16324,2022-08-16,-0.030937894,-0.004584409,-0.003810261,21,100
Market-Adjusted Model,16325,2022-08-16,-0.018276781,0.0084346883,0.0088508521,21,100
Market-Adjusted Model,16326,2022-08-16,-0.023799138,0.0027589726,0.0033284955,21,100
Market-Adjusted Model,16327,2022-08-16,0.0011026524,0.0268223536,0.0282302855,21,100
Market-Adjusted Model,16330,2022-08-16,-0.016501634,0.0092134996,0.0106259988,21,100
Market-Adjusted Model,16334,2022-08-16,-0.029163588,-0.003616857,-0.002035954,21,100
Market-Adjusted Model,16337,2022-08-16,-0.058385345,-0.031315718,-0.031257712,21,100
Market-Adjusted Model,16338,2022-08-16,-0.063955376,-0.035213632,-0.036827743,21,100
Market-Adjusted Model,16339,2022-08-16,-0.008867232,0.0188661792,0.0182604009,21,100
Market-Adjusted Model,16341,2022-08-16,-0.041443621,-0.01580833,-0.014315988,21,100
Market-Adjusted Model,16342,2022-08-16,-0.011576117,0.0254625582,0.0155515162,21,100
Market-Adjusted Model,16343,2022-08-16,0.0364278566,0.0645320313,0.0635554897,21,100
Market-Adjusted Model,16347,2022-08-16,0.0541508041,0.0910442565,0.0812784372,21,100
Market-Adjusted Model,16348,2022-08-16,-0.0148431,0.0156592303,0.0122845335,21,100
Market-Adjusted Model,16376,2022-08-16,-0.04012796,-0.002119738,-0.013000327,21,100
Market-Adjusted Model,16377,2022-08-16,-0.227295101,-0.183617683,-0.200167468,21,100
Market-Adjusted Model,16381,2022-08-16,0.0667929211,0.0997482191,0.0939205542,21,100
Market-Adjusted Model,16382,2022-08-16,-0.115396152,-0.080897657,-0.088268519,21,100
Market-Adjusted Model,16383,2022-08-16,-0.11944337,-0.08584564,-0.092315737,21,100
Market-Adjusted Model,16386,2022-08-16,-0.088894569,-0.05957264,-0.061766936,21,100
Market-Adjusted Model,16392,2022-08-16,0.2129783168,0.3253543726,0.24010595,21,100
Market-Adjusted Model,16393,2022-08-16,-0.123855052,-0.078243444,-0.096727419,21,100
Market-Adjusted Model,16399,2022-08-16,-0.094117654,-0.027941883,-0.066990021,21,100
Market-Adjusted Model,16400,2022-08-16,-0.062937008,-0.019614993,-0.035809375,21,100
Market-Adjusted Model,16401,2022-08-16,0.2305389984,0.2807541678,0.2576666316,21,100
Market-Adjusted Model,16403,2022-08-16,-0.032310224,-0.006806716,-0.005182591,21,100
Market-Adjusted Model,16431,2022-08-16,-0.007166035,0.0197136511,0.0199615983,21,100
Market-Adjusted Model,16432,2022-08-16,0.1544715073,0.1788852781,0.1815991405,21,100
Market-Adjusted Model,16434,2022-08-16,-0.003886246,0.0264659405,0.0232413871,21,100
Market-Adjusted Model,16436,2022-08-16,0.2182656953,0.233468384,0.2453933284,21,100
Market-Adjusted Model,16437,2022-08-16,0.1039710876,0.1399151373,0.1310987207,21,100
Market-Adjusted Model,16439,2022-08-16,-0.022703858,0.0032504725,0.0044237751,21,100
Market-Adjusted Model,16442,2022-08-16,0.1349693392,0.1774186944,0.1620969723,21,100
Market-Adjusted Model,16446,2022-08-16,-0.064933356,-0.040026418,-0.037805723,21,100
Market-Adjusted Model,16447,2022-08-16,-0.00562961,0.020823826,0.0214980236,21,100
Market-Adjusted Model,16448,2022-08-16,0.1846769358,0.2075361162,0.2118045689,21,100
Market-Adjusted Model,16449,2022-08-16,0.012301566,0.0452855333,0.0394291992,21,100
Market-Adjusted Model,16451,2022-08-16,0.304610797,0.3048004328,0.3317384301,21,100
Market-Adjusted Model,16452,2022-08-16,-0.634745763,-0.782244979,-0.60761813,21,100
Market-Adjusted Model,16454,2022-08-16,0.2031889427,0.2193428923,0.2303165759,21,100
Market-Adjusted Model,16457,2022-08-16,-0.047954271,-0.022103567,-0.020826638,21,100
Market-Adjusted Model,16458,2022-08-16,2.0896934493,1.3334953372,2.1168210825,21,100
Market-Adjusted Model,16461,2022-08-16,-0.020059469,0.0186926175,0.0070681646,21,100
Market-Adjusted Model,16463,2022-08-16,-0.112795016,-0.063677418,-0.085667382,21,100
Market-Adjusted Model,16465,2022-08-16,-0.136771327,-0.104413287,-0.109643694,21,100
Market-Adjusted Model,16466,2022-08-16,0.3300000335,0.4097050081,0.3571276666,21,100
Market-Adjusted Model,16471,2022-08-16,-0.186666636,-0.151103094,-0.159539003,21,100
Market-Adjusted Model,16472,2022-08-16,-0.029051027,0.1743430535,-0.001923394,21,100
Market-Adjusted Model,16473,2022-08-16,-0.22563987,-0.218203452,-0.198512237,21,100
Market-Adjusted Model,16479,2022-08-16,-0.000714813,0.0258007364,0.0264128202,21,100
Market-Adjusted Model,16480,2022-08-16,0.0687352737,0.1131115283,0.0958629068,21,100
Market-Adjusted Model,16481,2022-08-16,-0.029262397,-0.003716749,-0.002134763,21,100
Market-Adjusted Model,16482,2022-08-16,-0.014292156,0.0131707859,0.0128354771,21,100
Market-Adjusted Model,16485,2022-08-16,0.0100378684,0.0362460552,0.0371655016,21,100
Market-Adjusted Model,16486,2022-08-16,-0.03101953,-0.005500603,-0.003891897,21,100
Market-Adjusted Model,16487,2022-08-16,-0.031061716,-0.003851356,-0.003934083,21,100
Market-Adjusted Model,16488,2022-08-16,-0.000205298,0.0255240689,0.0269223348,21,100
Market-Adjusted Model,16494,2022-08-16,-0.023854394,0.002641713,0.0032732392,21,100
Market-Adjusted Model,16495,2022-08-16,0.1290322327,0.1632159799,0.1561598658,21,100
Market-Adjusted Model,16497,2022-08-16,-0.105150172,-0.074980228,-0.078022539,21,100
Market-Adjusted Model,16498,2022-08-16,-0.005766406,0.0251318439,0.0213612269,21,100
Market-Adjusted Model,16499,2022-08-16,-0.100829604,-0.075731111,-0.073701971,21,100
Market-Adjusted Model,16505,2022-08-16,-0.003084411,0.025119923,0.0240432221,21,100
Market-Adjusted Model,16510,2022-08-16,-0.011524066,0.0161374622,0.0156035674,21,100
Market-Adjusted Model,16511,2022-08-16,-0.038655491,-0.013092361,-0.011527858,21,100
Market-Adjusted Model,16515,2022-08-16,-0.021356713,0.0112792581,0.0057709201,21,100
Market-Adjusted Model,16516,2022-08-16,-0.051998627,-0.026562269,-0.024870994,21,100
Market-Adjusted Model,16518,2022-08-16,-0.011630817,0.0142317187,0.0154968165,21,100
Market-Adjusted Model,16522,2022-08-16,-0.340350851,-0.352198358,-0.313223218,21,100
Market-Adjusted Model,16523,2022-08-16,-0.030878357,-0.00389534,-0.003750724,21,100
Market-Adjusted Model,16524,2022-08-16,-0.083600923,-0.046658632,-0.05647329,21,100
Market-Adjusted Model,16525,2022-08-16,0.0222513197,0.0734665882,0.0493789528,21,100
Market-Adjusted Model,16528,2022-08-16,0.0437499633,0.0865014451,0.0708775964,21,100
Market-Adjusted Model,16529,2022-08-16,0.022293903,0.0686543362,0.0494215361,21,100
Market-Adjusted Model,16532,2022-08-16,-0.096393513,-0.059072352,-0.06926588,21,100
Market-Adjusted Model,16533,2022-08-16,-0.087323923,-0.056819889,-0.06019629,21,100
Market-Adjusted Model,16535,2022-08-16,-0.032894705,0.0004294335,-0.005767072,21,100
Market-Adjusted Model,16536,2022-08-16,-0.090090109,-0.051278752,-0.062962476,21,100
Market-Adjusted Model,16537,2022-08-16,0.0700389332,0.1026830362,0.0971665663,21,100
Market-Adjusted Model,16538,2022-08-16,0.0283950043,0.060099137,0.0555226374,21,100
Market-Adjusted Model,16541,2022-08-16,-0.155405418,-0.132993961,-0.128277785,21,100
Market-Adjusted Model,16542,2022-08-16,0.3365384975,0.3499490132,0.3636661306,21,100
Market-Adjusted Model,16543,2022-08-16,-0.078131776,-0.047545637,-0.051004143,21,100
Market-Adjusted Model,16545,2022-08-16,-0.190800713,-0.170478576,-0.16367308,21,100
Market-Adjusted Model,16548,2022-08-16,-0.024308523,0.002588176,0.0028191104,21,100
Market-Adjusted Model,16554,2022-08-16,-0.239895717,-0.229219802,-0.212768084,21,100
Market-Adjusted Model,16555,2022-08-16,-0.089130021,-0.065450941,-0.062002387,21,100
Market-Adjusted Model,16557,2022-08-16,0.0160599149,0.0575987517,0.043187548,21,100
Market-Adjusted Model,16558,2022-08-16,-0.047823922,-0.020666758,-0.020696289,21,100
Market-Adjusted Model,16559,2022-08-16,0.0010598284,0.026779529,0.0281874616,21,100
Market-Adjusted Model,16560,2022-08-16,0.0278988405,0.0573437903,0.0550264736,21,100
Market-Adjusted Model,16562,2022-08-16,0.1715976113,0.2087165771,0.1987252444,21,100
Market-Adjusted Model,16565,2022-08-16,-0.017352088,0.0099009229,0.0097755449,21,100
Market-Adjusted Model,16566,2022-08-16,-0.028193371,-0.001085501,-0.001065738,21,100
Market-Adjusted Model,16567,2022-08-16,-0.012895412,0.0143293619,0.0142322213,21,100
Market-Adjusted Model,16569,2022-08-16,0.0073460049,0.0358066152,0.034473638,21,100
Market-Adjusted Model,16570,2022-08-16,0.2154881545,0.268576821,0.2426157876,21,100
Market-Adjusted Model,16573,2022-08-16,-0.147499968,-0.072709125,-0.120372335,21,100
Market-Adjusted Model,16577,2022-08-16,-0.050224604,-0.023696718,-0.023096971,21,100
Market-Adjusted Model,16578,2022-08-16,-0.032207956,-0.00645726,-0.005080323,21,100
Market-Adjusted Model,16580,2022-08-16,-0.035111152,-0.009844531,-0.007983519,21,100
Market-Adjusted Model,16581,2022-08-16,-0.059231917,-0.033506928,-0.032104284,21,100
Market-Adjusted Model,16582,2022-08-16,0.0565820013,0.0838950056,0.0837096345,21,100
Market-Adjusted Model,16583,2022-08-16,-0.029275997,-0.002090909,-0.002148364,21,100
Market-Adjusted Model,16584,2022-08-16,-0.043232328,-0.016906202,-0.016104695,21,100
Market-Adjusted Model,16585,2022-08-16,-0.072463753,-0.045736833,-0.04533612,21,100
Market-Adjusted Model,16588,2022-08-16,-0.02831397,-0.00273743,-0.001186337,21,100
Market-Adjusted Model,16591,2022-08-16,-0.047577869,-0.019392941,-0.020450236,21,100
Market-Adjusted Model,16592,2022-08-16,-0.079365133,-0.030621098,-0.0522375,21,100
Market-Adjusted Model,16593,2022-08-16,0.370566149,0.536963924,0.3976937821,21,100
Market-Adjusted Model,16594,2022-08-16,-0.172195098,-0.145066919,-0.145067465,21,100
Market-Adjusted Model,16595,2022-08-16,0.0492662819,0.0907856838,0.076393915,21,100
Market-Adjusted Model,16597,2022-08-16,0.307295961,0.3183450286,0.3344235941,21,100
Market-Adjusted Model,16600,2022-08-16,-0.011114698,0.015327471,0.0160129354,21,100
Market-Adjusted Model,16603,2022-08-16,-0.052983568,-0.016947392,-0.025855935,21,100
Market-Adjusted Model,16604,2022-08-16,0.005990027,0.0317454692,0.0331176601,21,100
Market-Adjusted Model,16605,2022-08-16,0.0274566557,0.0540065771,0.0545842888,21,100
Market-Adjusted Model,16606,2022-08-16,0.0284090706,0.0546779843,0.0555367037,21,100
Market-Adjusted Model,16610,2022-08-16,-0.051218612,-0.025584437,-0.024090979,21,100
Market-Adjusted Model,16611,2022-08-16,-0.001219538,0.0297709017,0.0259080948,21,100
Market-Adjusted Model,16612,2022-08-16,0.0019083675,0.0291488061,0.0290360006,21,100
Market-Adjusted Model,16613,2022-08-16,-0.184627709,-0.171799321,-0.157500076,21,100
Market-Adjusted Model,16617,2022-08-16,-0.080277545,-0.035007351,-0.053149912,21,100
Market-Adjusted Model,16622,2022-08-16,-0.053892157,0.0198553425,-0.026764524,21,100
Market-Adjusted Model,16623,2022-08-16,-0.023680919,0.0019460591,0.0034467145,21,100
Market-Adjusted Model,16625,2022-08-16,-1.438603E-9,0.0463568808,0.0271276317,21,100
Market-Adjusted Model,16626,2022-08-16,0.0075757546,0.0480106205,0.0347033877,21,100
Market-Adjusted Model,16630,2022-08-16,-0.051554834,-0.021923336,-0.024427201,21,100
Market-Adjusted Model,16631,2022-08-16,-0.007946277,0.0216050899,0.0191813559,21,100
Market-Adjusted Model,16632,2022-08-16,-0.079184268,-0.051210606,-0.052056634,21,100
Market-Adjusted Model,16633,2022-08-16,-0.012909905,0.0141188894,0.0142177282,21,100
Market-Adjusted Model,16638,2022-08-16,-0.133200814,-0.111743805,-0.106073181,21,100
Market-Adjusted Model,16641,2022-08-16,-0.03070176,-0.000396764,-0.003574127,21,100
Market-Adjusted Model,16648,2022-08-16,-0.045619747,-0.018698887,-0.018492113,21,100
Market-Adjusted Model,16649,2022-08-16,-0.074799497,-0.040214808,-0.047671864,21,100
Market-Adjusted Model,16650,2022-08-16,0.0116278492,0.0491800904,0.0387554823,21,100
Market-Adjusted Model,16653,2022-08-16,0.0957698508,0.1284651418,0.122897484,21,100
Market-Adjusted Model,16655,2022-08-16,0.096784877,0.2439593381,0.1239125101,21,100
Market-Adjusted Model,16656,2022-08-16,0.0678571697,0.2278371188,0.0949848028,21,100
Market-Adjusted Model,16659,2022-08-16,-0.35682817,-0.393753946,-0.329700537,21,100
Market-Adjusted Model,16660,2022-08-16,0.1471471594,0.1942302966,0.1742747925,21,100
Market-Adjusted Model,16662,2022-08-16,-0.0158674,0.0101766227,0.0112602336,21,100
Market-Adjusted Model,16664,2022-08-16,0.0234539119,0.0682303711,0.050581545,21,100
Market-Adjusted Model,16666,2022-08-16,-0.01309254,0.0125991371,0.0140350935,21,100
Market-Adjusted Model,16667,2022-08-16,0.0331890371,0.0709422519,0.0603166702,21,100
Market-Adjusted Model,16668,2022-08-16,0.0808080809,0.1216960116,0.107935714,21,100
Market-Adjusted Model,16670,2022-08-16,-0.510962961,-0.524990014,-0.483835327,21,100
Market-Adjusted Model,16671,2022-08-16,0.0003366435,0.0274717288,0.0274642767,21,100
Market-Adjusted Model,16673,2022-08-16,-0.076848152,-0.048514225,-0.049720519,21,100
Market-Adjusted Model,16674,2022-08-16,0.1388686248,0.1715529131,0.165996258,21,100
Market-Adjusted Model,16675,2022-08-16,-0.098945477,-0.056402659,-0.071817844,21,100
Market-Adjusted Model,16676,2022-08-16,-0.045953859,-0.02074743,-0.018826226,21,100
Market-Adjusted Model,16678,2022-08-16,0.0220720739,0.0490446743,0.049199707,21,100
Market-Adjusted Model,16680,2022-08-16,0.3249097769,0.3676321969,0.35203741,21,100
Market-Adjusted Model,16681,2022-08-16,0.1391304089,0.1621995421,0.166258042,21,100
Market-Adjusted Model,16684,2022-08-16,0.7584368557,0.70793758,0.7855644888,21,100
Market-Adjusted Model,16685,2022-08-16,-0.023593431,0.003204327,0.0035342024,21,100
Market-Adjusted Model,16689,2022-08-16,0.2516693202,0.2684558833,0.2787969533,21,100
Market-Adjusted Model,16691,2022-08-16,-0.010293403,0.016547066,0.0168342305,21,100
Market-Adjusted Model,16692,2022-08-16,-0.028746673,0.0012039301,-0.00161904,21,100
Market-Adjusted Model,16693,2022-08-16,-0.093899369,-0.068918208,-0.066771736,21,100
Market-Adjusted Model,16696,2022-08-16,0.1104451992,0.1378839053,0.1375728323,21,100
Market-Adjusted Model,16697,2022-08-16,-0.018732786,0.0150931717,0.0083948476,21,100
Market-Adjusted Model,16698,2022-08-16,-0.055014194,-0.013802839,-0.027886561,21,100
Market-Adjusted Model,16699,2022-08-16,0.0734105117,0.0991033293,0.1005381448,21,100
Market-Adjusted Model,16701,2022-08-16,-0.035562291,-0.008130441,-0.008434658,21,100
Market-Adjusted Model,16702,2022-08-16,-0.029854643,-0.002674503,-0.002727009,21,100
Market-Adjusted Model,16703,2022-08-16,-0.050455704,-0.022782242,-0.023328071,21,100
Market-Adjusted Model,16705,2022-08-16,0.7076165856,0.6307460448,0.7347442187,21,100
Market-Adjusted Model,16706,2022-08-16,-0.038141865,-0.010703872,-0.011014232,21,100
Market-Adjusted Model,16709,2022-08-16,-0.009615372,0.0217591708,0.0175122611,21,100
Market-Adjusted Model,16710,2022-08-16,-0.035879071,-0.001492487,-0.008751438,21,100
Market-Adjusted Model,16711,2022-08-16,-0.030913983,0.0141647427,-0.003786349,21,100
Market-Adjusted Model,16712,2022-08-16,0.0545977202,0.1199429745,0.0817253533,21,100
Market-Adjusted Model,16713,2022-08-16,-0.020450713,0.0062130091,0.0066769206,21,100
Market-Adjusted Model,16736,2022-08-16,-0.046529981,-0.018697502,-0.019402348,21,100
Market-Adjusted Model,16737,2022-08-16,-0.012084578,0.0197223758,0.0150430553,21,100
Market-Adjusted Model,16738,2022-08-16,0.0099601989,0.0389469962,0.037087832,21,100
Market-Adjusted Model,16739,2022-08-16,-0.053821575,-0.012982057,-0.026693942,21,100
Market-Adjusted Model,16741,2022-08-16,-0.066366725,-0.02853944,-0.039239091,21,100
Market-Adjusted Model,16742,2022-08-16,-0.06580196,-0.024420834,-0.038674327,21,100
Market-Adjusted Model,16743,2022-08-16,0.0233499943,0.0545083094,0.0504776275,21,100
Market-Adjusted Model,16744,2022-08-16,-0.076970998,-0.039509175,-0.049843365,21,100
Market-Adjusted Model,16745,2022-08-16,-0.058006297,-0.015853677,-0.030878663,21,100
Market-Adjusted Model,16746,2022-08-16,-0.097014894,-0.073166569,-0.069887261,21,100
Market-Adjusted Model,16747,2022-08-16,0.0239095212,0.0504843099,0.0510371543,21,100
Market-Adjusted Model,16749,2022-08-16,0.0448113297,0.0928767463,0.0719389629,21,100
Market-Adjusted Model,16750,2022-08-16,-0.013096297,0.0227525152,0.014031336,21,100
Market-Adjusted Model,16751,2022-08-16,0.0223273055,0.047866614,0.0494549386,21,100
Market-Adjusted Model,16753,2022-08-16,0.0041450743,0.0654821996,0.0312727074,21,100
Market-Adjusted Model,16754,2022-08-16,0.0017287463,0.0281337024,0.0288563795,21,100
Market-Adjusted Model,16755,2022-08-16,0.9171973991,0.7987157588,0.9443250322,21,100
Market-Adjusted Model,16756,2022-08-16,-0.06749483,-0.041024364,-0.040367197,21,100
Market-Adjusted Model,16760,2022-08-16,-0.099715738,-0.07429372,-0.072588105,21,100
Market-Adjusted Model,16761,2022-08-16,-0.017865405,0.0080898435,0.0092622279,21,100
Market-Adjusted Model,16762,2022-08-16,-0.030973397,-0.005274077,-0.003845764,21,100
Market-Adjusted Model,16763,2022-08-16,-0.030156586,-0.003101158,-0.003028953,21,100
Market-Adjusted Model,16764,2022-08-16,-0.088619382,-0.064437819,-0.061491749,21,100
Market-Adjusted Model,16765,2022-08-16,0.0110497646,0.0798411423,0.0381773977,21,100
Market-Adjusted Model,16768,2022-08-16,0.060887527,0.0908864465,0.0880151602,21,100
Market-Adjusted Model,16770,2022-08-16,-0.062678056,-0.031870867,-0.035550423,21,100
Market-Adjusted Model,16771,2022-08-16,0.0093620586,0.0443174877,0.0364896917,21,100
Market-Adjusted Model,16776,2022-08-16,0.1853072196,0.251671829,0.2124348527,21,100
Market-Adjusted Model,16777,2022-08-16,-0.119417628,0.2353283155,-0.092289995,21,100
Market-Adjusted Model,16778,2022-08-16,0.0645938299,0.1218175336,0.0917214631,21,100
Market-Adjusted Model,16779,2022-08-16,0.0876413578,0.1160312475,0.1147689909,21,100
Market-Adjusted Model,16780,2022-08-16,0.0459518689,0.0720091164,0.073079502,21,100
Market-Adjusted Model,16781,2022-08-16,0.2018347685,0.2429148222,0.2289624016,21,100
Market-Adjusted Model,16784,2022-08-16,0.0336421691,0.0611626444,0.0607698022,21,100
Market-Adjusted Model,16785,2022-08-16,-0.014604674,0.011058035,0.012522959,21,100
Market-Adjusted Model,16786,2022-08-16,0.0706495407,0.1261756069,0.0977771738,21,100
Market-Adjusted Model,16787,2022-08-16,0.0986842738,0.1338541561,0.1258119069,21,100
Market-Adjusted Model,16788,2022-08-16,-0.283070153,-0.276083296,-0.25594252,21,100
Market-Adjusted Model,16792,2022-08-16,0.5773196511,0.5402893647,0.6044472843,21,100
Market-Adjusted Model,16793,2022-08-16,-0.097460303,-0.034381231,-0.07033267,21,100
Market-Adjusted Model,16794,2022-08-16,0.0184921226,0.0561125551,0.0456197557,21,100
Market-Adjusted Model,16795,2022-08-16,-0.07550822,0.0182607115,-0.048380587,21,100
Market-Adjusted Model,16796,2022-08-16,-0.05960778,-0.034754379,-0.032480147,21,100
Market-Adjusted Model,16797,2022-08-16,-0.029965856,-0.002818928,-0.002838223,21,100
Market-Adjusted Model,16798,2022-08-16,0.0104935589,0.0366614075,0.037621192,21,100
Market-Adjusted Model,16799,2022-08-16,-0.035263352,-0.008308603,-0.008135719,21,100
Market-Adjusted Model,16800,2022-08-16,-0.030121346,-0.003192981,-0.002993712,21,100
Market-Adjusted Model,16801,2022-08-16,-0.047975623,-0.021000145,-0.02084799,21,100
Market-Adjusted Model,16802,2022-08-16,0.2649572729,0.2821655513,0.292084906,21,100
Market-Adjusted Model,16805,2022-08-16,-0.10412457,-0.071645707,-0.076996937,21,100
Market-Adjusted Model,16807,2022-08-16,-0.020628987,0.0059525742,0.0064986458,21,100
Market-Adjusted Model,16809,2022-08-16,-0.119146952,-0.098316086,-0.092019319,21,100
Market-Adjusted Model,16813,2022-08-16,-0.142594317,-0.125909656,-0.115466684,21,100
Market-Adjusted Model,16816,2022-08-16,0.1046054251,0.1324033343,0.1317330583,21,100
Market-Adjusted Model,16818,2022-08-16,-0.010030571,0.0467403256,0.0170970618,21,100
Market-Adjusted Model,16819,2022-08-16,0.008097157,0.0353030946,0.0352247901,21,100
Market-Adjusted Model,16820,2022-08-16,-0.462934954,-0.52390189,-0.435807321,21,100
Market-Adjusted Model,16822,2022-08-16,-0.005629324,0.0209386119,0.0214983088,21,100
Market-Adjusted Model,16823,2022-08-16,0.0237590627,0.0512777011,0.0508866959,21,100
Market-Adjusted Model,16824,2022-08-16,-0.118712956,-0.083612134,-0.091585323,21,100
Market-Adjusted Model,16827,2022-08-16,-0.406658763,-0.465186109,-0.37953113,21,100
Market-Adjusted Model,16828,2022-08-16,-0.026707557,-0.000342307,0.0004200765,21,100
Market-Adjusted Model,16829,2022-08-16,-0.003521186,0.0714413265,0.0236064467,21,100
Market-Adjusted Model,16831,2022-08-16,-0.043088011,-0.016273782,-0.015960378,21,100
Market-Adjusted Model,16832,2022-08-16,-0.012715319,0.0129991801,0.0144123143,21,100
Market-Adjusted Model,16833,2022-08-16,-0.029682316,-0.003985571,-0.002554683,21,100
Market-Adjusted Model,16834,2022-08-16,0.0125130412,0.0564597441,0.0396406743,21,100
Market-Adjusted Model,16836,2022-08-16,-0.172233385,-0.145952389,-0.145105752,21,100
Market-Adjusted Model,16837,2022-08-16,-0.189660727,-0.176468882,-0.162533094,21,100
Market-Adjusted Model,16841,2022-08-16,-0.003524932,0.0222861602,0.0236027011,21,100
Market-Adjusted Model,16843,2022-08-16,-0.016481788,0.0092879985,0.0106458447,21,100
Market-Adjusted Model,16844,2022-08-16,-0.263803714,-0.26793266,-0.236676081,21,100
Market-Adjusted Model,16849,2022-08-16,-0.113257239,-0.090231816,-0.086129606,21,100
Market-Adjusted Model,16850,2022-08-16,0.736842097,0.8530538602,0.7639697302,21,100
Market-Adjusted Model,16851,2022-08-16,-0.051495055,-0.02304469,-0.024367422,21,100
Market-Adjusted Model,16853,2022-08-16,-0.002251636,0.0249988533,0.0248759967,21,100
Market-Adjusted Model,16856,2022-08-16,-0.190476127,-0.16470276,-0.163348493,21,100
Market-Adjusted Model,16857,2022-08-16,0.3280213438,0.3385291046,0.355148977,21,100
Market-Adjusted Model,16859,2022-08-16,-0.032056917,-0.005582212,-0.004929284,21,100
Market-Adjusted Model,16860,2022-08-16,-0.002392286,0.0234190568,0.0247353473,21,100
Market-Adjusted Model,16861,2022-08-16,-0.027334825,-0.001372895,-0.000207192,21,100
Market-Adjusted Model,16866,2022-08-16,0.1082004403,0.1309759207,0.1353280734,21,100
Market-Adjusted Model,16868,2022-08-16,-0.027108612,-0.001555217,0.0000190211,21,100
Market-Adjusted Model,16874,2022-08-16,-0.210569715,-0.188677073,-0.183442082,21,100
Market-Adjusted Model,16875,2022-08-16,0.011235946,0.0434204677,0.0383635792,21,100
Market-Adjusted Model,16877,2022-08-16,-0.060975617,0.0022454678,-0.033847984,21,100
Market-Adjusted Model,16880,2022-08-16,-0.348466223,-0.298190349,-0.32133859,21,100
Market-Adjusted Model,16883,2022-08-16,-0.166153839,-0.082089424,-0.139026206,21,100
Market-Adjusted Model,16887,2022-08-16,-0.276923057,-0.268879873,-0.249795424,21,100
Market-Adjusted Model,16894,2022-08-16,-0.028571396,0.0444936927,-0.001443763,21,100
Market-Adjusted Model,16895,2022-08-16,0.0292758215,0.0609384895,0.0564034546,21,100
Market-Adjusted Model,16903,2022-08-16,0.0430457735,0.0989482894,0.0701734066,21,100
Market-Adjusted Model,16904,2022-08-16,0.1730029448,0.2042757489,0.2001305779,21,100
Market-Adjusted Model,16905,2022-08-16,-0.07375914,-0.041891615,-0.046631507,21,100
Market-Adjusted Model,16911,2022-08-16,0.7247311727,1.2652816192,0.7518588058,21,100
Market-Adjusted Model,16914,2022-08-16,-0.06536821,-0.003836769,-0.038240577,21,100
Market-Adjusted Model,16915,2022-08-16,0.0336134125,0.0601897544,0.0607410456,21,100
Market-Adjusted Model,16917,2022-08-16,0.0311676571,0.0578222526,0.0582952903,21,100
Market-Adjusted Model,16920,2022-08-16,0.0670577653,0.0987350084,0.0941853985,21,100
Market-Adjusted Model,16921,2022-08-16,-0.262476876,-0.247137788,-0.235349243,21,100
Market-Adjusted Model,16922,2022-08-16,-0.060150403,-0.032674164,-0.03302277,21,100
Market-Adjusted Model,16923,2022-08-16,0.1507480422,0.1763449569,0.1778756753,21,100
Market-Adjusted Model,16924,2022-08-16,0.3012924432,0.326762164,0.3284200764,21,100
Market-Adjusted Model,16927,2022-08-16,-0.249999997,-0.232788001,-0.222872364,21,100
Market-Adjusted Model,16928,2022-08-16,-0.006019753,0.0352782687,0.0211078803,21,100
Market-Adjusted Model,16929,2022-08-16,-0.172222195,-0.143197026,-0.145094562,21,100
Market-Adjusted Model,16931,2022-08-16,1.4540816125,1.1928461992,1.4812092456,21,100
Market-Adjusted Model,16932,2022-08-16,-0.06528107,-0.025255488,-0.038153437,21,100
Market-Adjusted Model,16933,2022-08-16,0.0576923678,0.154815016,0.0848200009,21,100
Market-Adjusted Model,16937,2022-08-16,-0.129310328,-0.100119973,-0.102182695,21,100
